,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
266,paoB,0.34540818563067455,UC-7,0.17316017797690264,RpoS,0.12689260311530437,NRZ
267,paoA,0.34649279423541046,UC-7,0.3230120576607898,RpoS,0.10273254028917667,NRZ
268,yagU,0.2772290883452633,Cellulose,0.21723693527867693,CpxR,0.16884524182405403,Glutamine
269,ykgJ,0.21887387676050685,Cold Shock,0.16645852536277128,minicoli KOs,0.0734361243808036,Osmoprotectant
270,ecpE,0.31458390627271327,UC-7,0.14051545005988286,minicoli KOs,0.12736834278019826,ppGpp
271,ecpD,0.22494573680244734,minicoli KOs,0.11777823262169707,UC-7,0.10798882052394387,Translation
272,ecpC,0.11516851321306432,UC-7,0.08440361395238238,Glutarate,0.060743686527348184,Dipeptide
273,ecpB,0.08788187143424964,Magnesium,0.06900051168473842,Osmoprotectant,0.05638596785219818,crp KO-1
274,ecpA,0.19605452515529287,minicoli KOs,0.1897540134344834,Magnesium,0.09620615847518799,Cellulose
275,matA,0.2865220022643956,Magnesium,0.12285600958352372,Membrane,0.11264126067408886,Cellulose
276,ykgL,0.2193238878177326,Resistance,0.11855633527852061,UC-1,0.10320321774521302,NtrC-1
277,ykgM,0.9465496149640371,Zinc-1,0.03722830067395322,Glycolate,0.03606475503719708,minicoli KOs
278,eaeH,0.049015997349532436,UC-2,0.03348053509292814,RpoE,0.024725791800264685,CCK-PGI Del
279,insE1,0.8216325015956826,IS Elements-2,0.06639811567651366,IS Elements-1,0.03160162764410002,Phosphate-2
280,insF1,0.6341223173339613,IS Elements-2,0.13066841857506972,SSW SNPs,0.03308820924139377,IS Elements-1
281,ykgA,0.2654763099940296,Cellulose,0.1353019782975461,Acetate,0.10499670186191945,UC-7
282,rclC,0.14098225121780572,minicoli KOs,0.109932946294092,Curli-1,0.09466692204221117,Glutamine
283,rclB,0.056220152867131445,Biofilm,0.04973618732697738,minicoli KOs,0.04900216533976509,N Reduction
284,rclA,0.4330054577778296,RpoS,0.19833661886375542,UC-7,0.17101757814776963,Cellulose
285,rclR,0.17636268015838075,Cold Shock,0.11183319451263019,minicoli KOs,0.08239069803969223,efeU Activation
286,ykgE,0.5133019252761646,YieP,0.35928380952422445,Crp-1,0.11062197084889236,crp KO-1
287,ykgF,0.4054752378137034,YieP,0.1143703237203757,UC-7,0.09728740383772305,minicoli KOs
288,ykgG,0.38560142067742154,YieP,0.09672912311409476,pts ALE,0.0823351040903012,UC-1
289,ykgH,0.22338049000675553,gcvB,0.07731566601135009,Biofilm,0.06827815119997727,ROS TALE Amp
290,betA,0.35194205358928576,minicoli KOs,0.11884942973023327,ArcA,0.09994286197876978,NrdR
291,betB,0.37459353809551743,minicoli KOs,0.23443018078654065,ArcA,0.10134341089679455,NrdR
292,betI,0.38921407333321556,minicoli KOs,0.2925979338780974,ArcA,0.11549106102486406,NrdR
293,betT,0.38038847061112346,minicoli KOs,0.32886535652516513,ArcA,0.12421608601929068,Fnr-1
294,pdeL,0.2343731272680546,minicoli KOs,0.1561319487415639,Cellulose,0.10395575861834638,Membrane
295,yahB,0.3654088139414652,minicoli KOs,0.15320282611808644,Cellulose,0.12425276172433564,pts ALE
296,yahC,0.17201329681497546,UC-1,0.12840518880943874,UC-7,0.0736819133668759,Curli-1
297,yahD,0.3130878023245468,Cellulose,0.1626654382372973,NRZ,0.10312869306112771,Osmoprotectant
298,yahE,0.09910752182642679,Osmoprotectant,0.06666344868855967,rcsB KO,0.0665309496607196,Cellulose
299,yahF,0.14751643506482082,UC-7,0.09099357893361393,LPS,0.08352223320327867,Osmoprotectant
300,yahG,0.0989006000263769,NRZ,0.08703423211146111,Phosphate-2,0.08153207269984053,Nucleotide Stress
301,yahH,0.05257586945066195,efeU Activation,0.04263048646879475,SSW SNPs,0.03915188382664492,IS Elements-1
302,yahI,0.08420842929698102,UC-7,0.07750962966615615,Cold Shock,0.0686600576325006,gcvB
303,yahJ,0.43726715842862485,minicoli KOs,0.0903068697624636,Glutarate,0.07547014673460373,Cold Shock
304,yahK,0.6323595285649259,RpoS,0.16225622008213958,minicoli KOs,0.10856763738504283,Glutarate
305,yahL,0.11501264718726112,gcvB,0.10541932968555989,Cold Shock,0.09297082674097334,ROS TALE Amp
306,yahM,0.05551680932520631,Copper,0.04973021348045781,yneP,0.0445439805702873,ROS TALE Del-1
307,yahN,0.6480747208132638,Crp-1,0.21711843595665048,Cellulose,0.12095698088643381,Crp-2
308,yahO,0.6802709667049541,RpoS,0.30213003201990696,Cellulose,0.10661575343450169,UC-7
309,prpR,0.2611170684876757,Glutarate,0.2553613139616455,ArcA,0.19064542719833,RpoS
310,prpB,0.933060289878101,Propionate,0.06678723683747734,Acetate,0.04305512788439836,Fatty Acid
311,prpC,0.9500427298191942,Propionate,0.07864139535625247,Thiamine-1,0.02970714499325644,Curli-1
312,prpD,0.9412429062903852,Propionate,0.07999654304551151,Thiamine-1,0.05256713999483642,Acetate
313,prpE,0.9141528135069364,Propionate,0.10095321689449066,Thiamine-1,0.031450008495157555,Curli-1
314,codB,0.5847360507522303,Pyrimidine,0.22936509239715164,minicoli KOs,0.15721757043831075,Purine
315,codA,0.4775282135114497,Pyrimidine,0.4234590008409961,minicoli KOs,0.07981156761440811,Purine
316,cynR,0.2710501784220557,minicoli KOs,0.09919498008298577,UC-2,0.08958064634454732,UC-7
317,cynT,0.12746470298913382,Curli-1,0.12243124485241774,Putrescine,0.1058635831376652,Glutamine
318,cynS,0.2250370854095114,minicoli KOs,0.1018629766169189,Putrescine,0.10092380175376181,RpoS
319,cynX,0.09514015606833948,Putrescine,0.06747549979911738,Curli-1,0.05793350001887987,Nucleotide Stress
320,lacA,0.2700642659307356,Cellulose,0.1081278706470491,UC-7,0.10284073098402324,Galactose
321,lacY,0.14094136449259764,Thr/Ser-1,0.13435750238144295,Galactose,0.12153921048305938,PaaX
322,lacZ,0.342498082475285,BW25113,0.11206638365673494,Galactose,0.09705547077065124,PaaX
323,lacI,0.4491068899549615,minicoli KOs,0.10112905576259568,Acetate,0.08403001449603487,Putrescine
324,mhpR,0.4938721495989977,ArcA,0.12326338217049604,Putrescine,0.11323665996357113,UC-7
325,mhpA,0.15289172752108882,ArcA,0.10508047660806752,Putrescine,0.08423831242580992,Phosphate-2
326,mhpB,0.1683581973953282,Fatty Acid,0.11088196917135218,Putrescine,0.08834331813184748,Glutarate
327,mhpC,0.568684291801147,BW25113,0.11395716337819006,Acetate,0.09126211449751453,Putrescine
328,mhpD,0.7670469319867312,BW25113,0.09134927267814918,Acetate,0.0705143082246037,Thiamine-1
329,mhpF,0.6951237071181445,BW25113,0.07436729550714172,NRZ,0.06984124484985255,Glutarate
330,mhpE,0.6290400679291788,BW25113,0.1292102581795267,UC-7,0.06304084704977164,Thiamine-1
331,mhpT,0.21866326677468195,UC-7,0.17168258722491936,BW25113,0.13107667674468237,Glutarate
332,yaiL,0.7142382841247117,minicoli KOs,0.1501934995204841,UC-1,0.0876473469066823,UC-7
333,frmB,0.5300793407041893,minicoli KOs,0.21811508750123987,Glyoxylate,0.11628907095375773,ROS TALE Del-2
334,frmA,0.7368789367261641,minicoli KOs,0.14802029952324047,UC-7,0.10809599682246795,ROS TALE Del-2
335,frmR,0.6924615508984524,minicoli KOs,0.12083781082492817,Glyoxylate,0.09563003908114998,ROS TALE Del-2
336,yaiO,0.23896697339159623,UC-7,0.17352551952536333,Cellulose,0.10320592342357282,Glutarate
337,insC1,0.8581190562630516,IS Elements-2,0.02369622030575036,Glycolate,0.011977575455487166,Fnr-2
338,insD1,0.6472017974992426,IS Elements-2,0.05771703571944964,SSW SNPs,0.030093108184207074,ytiC
339,yaiP,0.11205030201406296,UC-7,0.10046589360335934,Curli-1,0.09725859577553819,Glutarate
340,yaiS,0.07534888889151548,Membrane,0.06846262579231976,UC-2,0.054500527935947396,efeU Activation
341,tauA,0.7514405381068792,Sulfate,0.14925657352704758,Cysteine-1,0.042397657104480846,Methionine
342,tauB,0.7065452866826052,Sulfate,0.12525591934268987,Cysteine-1,0.0825948448801136,Thiamine-2
343,tauC,0.6719430107487123,Sulfate,0.055220960202881475,Thiamine-2,0.04780241130129126,UC-7
344,tauD,0.5712648049215159,Sulfate,0.05329499225523271,ppGpp,0.040098349986100956,UC-2
345,hemB,0.10690175327238016,SoxS,0.08845502503436997,Salicylic Acid,0.08714380912383979,UC-8
346,insF2,0.5296170754061473,IS Elements-1,0.27953280672027014,ROS TALE Amp,0.1407507846228696,IS Elements-2
347,insE2,0.6173662966593446,IS Elements-1,0.2429062839478353,IS Elements-2,0.22266721654345434,ROS TALE Amp
348,iprA,0.617511558712283,Fnr-2,0.1233919931456644,Fnr-3,0.09028728576508105,ppGpp
349,ampH,0.42147283787253864,minicoli KOs,0.097682319591188,Glutamine,0.05664097435129234,Thiamine-2
350,sbmA,0.3173298547323894,minicoli KOs,0.16067911656849887,Flagella,0.11783571356881162,UC-7
351,yaiW,0.557681254493794,minicoli KOs,0.06975604074719532,IS Elements-1,0.06454918417006417,Flagella
352,yaiY,0.5612416649069616,UC-4,0.16244500793092365,UC-7,0.03630281040641392,Acetate
353,yaiZ,0.3962181673987133,Crp-1,0.17403428766064755,Crp-2,0.10953887546493424,minicoli KOs
354,ddlA,0.7211853901379606,minicoli KOs,0.0704589005557753,UC-8,0.05750529366759005,ROS TALE Del-2
355,iraP,0.4289331348351624,Cellulose,0.14864306561664964,PAL 10 Del,0.10089212860954955,minicoli KOs
356,phoA,0.2934678738319404,Cellulose,0.15044558065338387,PAL 10 Del,0.12571954306410027,minicoli KOs
357,psiF,0.7205650641126016,RpoS,0.1653015771879094,UC-7,0.08023261742526278,Phosphate-2
358,dgcC,0.11501577435911015,UC-7,0.08997825322803887,RpoS,0.08858631341432988,Phosphate-2
359,proC,0.15538820291363964,minicoli KOs,0.14926061056163797,Cold Shock,0.07787739582805109,Galactose
360,yaiI,0.16297265350685142,Cold Shock,0.09893588447379964,efeU Activation,0.09066610184077162,ROS TALE Amp
361,aroL,0.5940854856804187,Tyr/Trp/Phe,0.0962350688198238,Tryptophan,0.08990921588242728,Lrp
362,yaiA,0.2930976411415164,UC-8,0.2509901806740288,SoxS,0.0943817677373584,Resistance
363,aroM,0.1950465638124158,UC-8,0.08792384652532592,SoxS,0.07167386947438692,RpoS
364,ppnP,0.16790867956801014,ppGpp,0.06981013017567439,Translation,0.04146056353514682,BW25113
365,ykiA,0.07972160089222335,Resistance,0.06784799731709201,Cellulose,0.06569807813318895,IS5
366,rdgC,0.20363360092860028,ppGpp,0.09113513742386281,Purine,0.09052044562564654,UC-8
367,mak,0.16784696117584974,RpoS,0.14552150986613754,UC-8,0.13361387743697672,UC-1
368,araJ,0.06087846982731393,Sorbitol,0.0554817361524359,FlhDC-2,0.04688480107384718,Thr/Ser-1
369,sbcC,0.05938808506514881,Galactose,0.056555133248021305,efeU Activation,0.053212258389722544,Cold Shock
370,sbcD,0.18772080710464234,ppGpp,0.1329594464005186,Cold Shock,0.08606307048873907,Fnr-3
371,phoB,0.4447456787933287,Phosphate-1,0.03385084477873723,Fnr-2,0.0338055989764936,UC-6
372,phoR,0.22477845289318743,Phosphate-2,0.0960751408889422,Translation,0.0918311392500204,RpoH
373,brnQ,0.17931750472682695,UC-3,0.08378118275859736,Acetate,0.0777828718999356,NtrC-1
374,proY,0.43932816966506305,Nucleotide Stress,0.14002023350548432,UC-3,0.09182238686853417,Cellulose
375,malZ,0.2656660398465758,Capsule,0.13089638672363568,CCK-PGI Del,0.11225305717844614,Glyoxylate
376,acpH,0.14301727389223884,Fnr-3,0.11558009741027164,Suf System,0.10918638281763826,NrdR
377,queA,0.6484630648781603,ppGpp,0.05659429453365894,Osmoprotectant,0.05381157548100368,ArcA
378,tgt,0.5789964452862569,ppGpp,0.3172209093509779,Translation,0.07220392629605699,Biotin
379,yajC,0.12027036271497804,nquinone ALE 3,0.07668852134672621,cydB/appC KO,0.07324341234799714,Cold Shock
380,secD,0.266915626314289,ppGpp,0.2140129612150552,Translation,0.16036633659668564,UC-8
381,secF,0.23395698378317042,Translation,0.17556129777086815,RpoS,0.14721892564695438,ppGpp
382,yajD,0.16656047006115138,Suf System,0.15098816912414903,Osmoprotectant,0.06444042509462611,crp KO-1
383,tsx,0.18462240579590716,IS5,0.09250879771007392,yjjZ,0.07580076722064122,Crp-2
384,yajI,0.5777231987610826,UC-4,0.21241184198054697,pts ALE,0.04300689741004471,Translation
385,nrdR,0.09200379349509513,Cold Shock,0.0705686617103547,Acid Shock RNA,0.049455402413356664,FlhDC-2
386,ribD,0.08481429426066445,Cellulose,0.07484692639014257,LPS,0.07135958369495987,gcvB
387,ribE,0.2228639959940113,UC-8,0.13512409645555323,RpoH,0.07335141878185358,Cold Shock
388,nusB,0.37860384350215925,UC-8,0.20808594586662887,ppGpp,0.10120395371683577,RpoH
389,thiL,0.1405371174448824,ppGpp,0.08042150644897661,Nucleotide Stress,0.060720940463891315,Cold Shock
390,pgpA,0.10244098643941124,minicoli KOs,0.08574938522254827,Glutarate,0.07923076442483656,Glutamine
391,yajO,0.531583974022663,RpoS,0.26053993846887025,UC-8,0.056079580671384965,Glutarate
392,dxs,0.16764535857106766,pts ALE,0.14949762993275817,UC-1,0.10188676366868887,Fnr-2
393,ispA,0.23648228335475519,ppGpp,0.18052497730507944,pts ALE,0.10089725599319566,gcvB
394,xseB,0.1342763245524976,LPS,0.11027302313139098,ppGpp,0.05298964732554545,Efflux Pump
395,thiI,0.7140103140849436,ppGpp,0.1781271519404819,Translation,0.1155715630444969,UC-8
396,yajL,0.19022159114534687,Cold Shock,0.14274251684294115,UC-3,0.06880014811404889,ppGpp
397,panE,0.13173754512013303,Cold Shock,0.08755134572428636,UC-3,0.0741288921213713,UC-7
398,yajQ,0.24654091621895813,nquinone ALE 3,0.15742846220911588,Cold Shock,0.06378867559442547,Thiamine-2
399,yajR,0.13153657682293474,ppGpp,0.06804034159876327,Thiamine-2,0.06101451241045097,RpoS
400,cyoE,0.8328183189095033,cyoB/kdpE/qseB KO,0.05426402924032925,Fnr-1,0.04901270650082057,UC-2
401,cyoD,0.8774287708134675,cyoB/kdpE/qseB KO,0.08252233921104202,Translation,0.04636136239655653,Fnr-1
402,cyoC,0.891603408851862,cyoB/kdpE/qseB KO,0.04704307016789977,Translation,0.018669869340873113,UC-7
403,cyoB,0.7162631273926283,cyoB/kdpE/qseB KO,0.09109133336041908,ppGpp,0.06460514721651567,cyoB/ndh/nuoB KO-1
404,cyoA,0.5075788897328166,cyoB/kdpE/qseB KO,0.45626732180260976,ArcA,0.18389748312090026,ppGpp
405,ampG,0.4927958792235556,ppGpp,0.07917909865615691,UC-8,0.07130221141994653,pts ALE
406,yajG,0.24258922622195545,ppGpp,0.10291856642983122,pts ALE,0.0745749565218341,Methionine
407,bolA,0.5128020629000078,UC-8,0.2702839459156553,RpoS,0.18514602786834333,UC-7
408,tig,0.4823406161347563,Translation,0.20451823527605073,ppGpp,0.10186511735464787,UC-8
409,clpP,0.19773960485783304,RpoH,0.08472164000612825,ppGpp,0.06373700318577313,Glycolate
410,clpX,0.1440237380189765,LPS,0.1251916487465503,ppGpp,0.1045799417043628,RpoH
411,lon,0.2998434262457056,RpoH,0.1546303844317054,Capsule,0.0755355541248297,GadXW
412,hupB,0.07631872948278573,UC-3,0.05613750548307139,FDH-O,0.049272279264527596,Suf System
413,ppiD,0.15938001854990802,UC-8,0.1353576351806609,Nucleotide Stress,0.06256799133028612,Thiamine-2
414,ybaV,0.23293501842956243,Nucleotide Stress,0.06962254912165566,Nickel/Cobalt,0.06521972436945178,Cellulose
415,fadM,0.328224822655537,Fatty Acid,0.26578868758409,RpoS,0.16929708399471355,Glyoxylate
416,queC,0.09326760803993783,UC-6,0.08412937434523993,UC-3,0.08005125804301128,nquinone ALE 3
417,ybaE,0.6411834202597924,Crp-1,0.118001293898788,ppGpp,0.07305468026059814,Crp-2
418,cof,0.12732843170842556,LPS,0.08152388010147749,UC-2,0.06976053542895022,Membrane
419,decR,0.3343252752248521,SoxS,0.09598499159351503,LPS,0.06681982450253465,minicoli KOs
420,mdlA,0.509275809822042,SoxS,0.14901546527265663,minicoli KOs,0.0717778147426914,Cold Shock
421,mdlB,0.47128731722693384,SoxS,0.04886013254476207,UC-7,0.04390328426031542,ROS TALE Del-2
422,glnK,0.883163221686974,NtrC-2,0.04923529482760225,NtrC-1,0.03438206369388841,NtrC-3
423,amtB,0.667190534338274,NtrC-2,0.21602435890762028,NtrC-3,0.1160131026282386,NtrC-1
424,tesB,0.19515602368273022,ppGpp,0.09436196140360098,Fatty Acid,0.09373516544544247,Cold Shock
425,ybaY,0.7635661704970456,RpoS,0.12479906260653317,UC-8,0.09702804019603273,ArcA
426,ybaZ,0.1317490964638408,Translation,0.10738683397199422,LPS,0.049697803608041324,Acid Shock RNA
427,ybaA,0.3646077746873758,RpoS,0.1261936816911985,UC-8,0.08769734924710249,Glyoxylate
428,pdeB,0.24626100423761432,UC-8,0.09462760239423462,Cellulose,0.08476753124561398,ppGpp
429,ylaC,0.3709288853578607,ArcA,0.10635875318481003,Fnr-1,0.10109561732930361,Cold Shock
430,maa,0.16091135238989407,CpxR,0.06275303132798393,Efflux Pump,0.049334469599553676,Cold Shock
431,hha,0.1760489922941233,Cellulose,0.1402251143899591,CpxR,0.13216742467407339,LPS
432,tomB,0.2863908501178448,CpxR,0.10438252951607385,Cold Shock,0.08718244508715933,Cellulose
433,acrB,0.3962786211220578,SoxS,0.08399246776856739,minicoli KOs,0.054045754195576,Osmoprotectant
434,acrA,0.3598964124763596,SoxS,0.20624340745448677,UC-2,0.12725219888818495,minicoli KOs
435,acrR,0.1183912688475387,UC-8,0.11525455410202012,UC-7,0.0685068415548431,SSW SNPs
436,mscK,0.11813860023660883,Microaerobic,0.10498145023567096,Osmoprotectant,0.10199501945552802,Purine
437,ybaM,0.08716845000333051,LPS,0.0713041705765316,Resistance,0.07020520386857465,Thiamine-1
438,priC,0.21492039298332155,Cold Shock,0.05371161532050672,Fatty Acid,0.047257816425364085,FliA
439,ybaN,0.7018293693505356,Fur-2,0.08673339968703109,Fnr-1,0.06305710952051569,Fur-1
440,apt,0.4018552338094067,ppGpp,0.1574089508647334,UC-8,0.10259198920434454,Thr/Ser-1
441,dnaX,0.16361064946194348,UC-5,0.12072927237739606,Nucleotide Stress,0.09756953890942921,ppGpp
442,ybaB,0.31026918243138046,Cold Shock,0.29636669508349633,UC-2,0.07698829222472758,Crp-1
443,recR,0.14769039058014732,UC-2,0.14115549815535544,Crp-1,0.13553522927940598,Cold Shock
444,htpG,0.8239587758414463,RpoH,0.04492583733012989,nquinone ALE 3,0.03761302076371287,Rhamnose
445,adk,0.3313710372783417,ppGpp,0.09206848857915428,Cra,0.08144978721870233,Fnr-1
446,hemH,0.4612876204954084,OxyR,0.06364082473143262,Cold Shock,0.05326398725541426,Microaerobic
447,aes,0.29015631172572276,Crp-1,0.10607470799186858,Crp-2,0.0820826436360289,Thr/Ser-1
448,gsk,0.5086430130348228,ppGpp,0.08720770912801712,UC-8,0.06888826084094701,Nucleotide Stress
449,ybaL,0.42741650013238575,SoxS,0.08669839137295177,minicoli KOs,0.08468599600704896,Glyoxylate
450,fsr,0.15232982436035958,Membrane,0.11931112833745194,Dipeptide,0.07906584343514556,CpxR
451,ushA,0.09000206806241817,UC-1,0.0877076173831135,ppGpp,0.08673479045489396,Efflux Pump
452,ybaK,0.1941498369890685,Cold Shock,0.1462595451161507,UC-3,0.10122743237239329,Thiamine-1
453,ybaP,0.0748520871466275,Translation,0.06991582776597627,LPS,0.06099062922306808,rcsB KO
454,ybaQ,0.04924363460483627,Nucleotide Stress,0.04420367973247197,Thr/Ser-1,0.04220481619311056,Curli-2
455,copA,0.3259987032990631,Copper,0.06090449281913213,Tryptophanase,0.05909201351532389,NtrC-1
456,glsA,0.49560043226437756,GadXW,0.4491304226443167,rcsB KO,0.18082708243865409,UC-2
457,ybaT,0.5448969806639089,GadXW,0.44039461788079937,rcsB KO,0.19633136363167325,GadX
458,cueR,0.18267695859612076,GadX,0.13717556897479422,GadXW,0.12381670737791517,Translation
459,ybbJ,0.23410014702410697,ppGpp,0.1267458331713498,Cellulose,0.11933936642104714,UC-8
460,qmcA,0.18756872060836172,Cellulose,0.1367410922207848,ppGpp,0.09614459896988159,Microaerobic
461,fetA,0.3805053058364761,Cellulose,0.15726090373728874,Nucleotide Stress,0.09961478049611328,Translation
462,fetB,0.23169310478246086,Cellulose,0.06875781309705298,nquinone ALE 3,0.06248841727941057,UC-5
463,cnoX,0.49195362898998907,RpoH,0.13841734702838238,minicoli KOs,0.0779068888010227,Efflux Pump
464,ybbO,0.49958833567167193,minicoli KOs,0.13656545068528636,UC-3,0.11843248543611395,Thiamine-2
465,tesA,0.6896781644195638,minicoli KOs,0.08053201177575176,ppGpp,0.06237778027177898,UC-7
466,ybbA,0.3474998368432549,minicoli KOs,0.13329157660713864,UC-7,0.08090221270756037,UC-1
467,ybbP,0.3137169670194224,minicoli KOs,0.22785781358634594,UC-7,0.06780178513288926,Translation
468,rhsD,0.16974304878511615,minicoli KOs,0.10984182737098336,UC-1,0.10472941616693987,Translation
469,ybbC,0.33381407602405233,UC-1,0.321302671958443,gcvB,0.2712799062955582,LPS
470,ylbH,0.36972712583365763,gcvB,0.19826008888113578,UC-2,0.18487212770593153,UC-1
471,ybbD,0.4123475825059668,gcvB,0.1441693518878958,Fnr-2,0.09444528661825846,UC-1
472,ylbG,0.5081603961791743,minicoli KOs,0.17890296346389523,UC-7,0.11039602496584655,PAL 10 Del
473,selU,0.6239688211344593,minicoli KOs,0.08572407175435548,IS5,0.08126542759643496,ROS TALE Del-2
474,allS,0.14060621758539693,FucR/AllR/AraC,0.1396504895893852,Cold Shock,0.09510913345634386,Translation
475,allA,0.2912000975152149,FucR/AllR/AraC,0.20799616961519973,minicoli KOs,0.12196276571436104,DNA Damage
476,allR,0.6521454735916742,minicoli KOs,0.2320297516001647,UC-7,0.07307344234427438,UC-1
477,gcl,0.5125158555551155,minicoli KOs,0.2818239526432821,FucR/AllR/AraC,0.0472915327034511,Ribose
