# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) sigmaFactor. Sigma Factor associated to 
##(10) tfsIds. transcription Factors ids that regulates the transcription Unit
##(11) tfsNames. transcription Factors names that regulates the transcription Unit
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)sigmaFactor	10)tfsIds	11)tfsNames 
RDBECOLITUC00232	fetAB	RDBECOLIOPC02292	fetAB	RDBECOLIGNC03148,RDBECOLIGNC03147	fetB;fetA;	RDBECOLIPMC00538	fetAp			 
RDBECOLITUC00233	ybbAP	RDBECOLIOPC01262	ybbAP	RDBECOLIGNC03151,RDBECOLIGNC01598	ybbP;ybbA;					 
RDBECOLITUC00234	rhsD-ybbC-ylbH-ybbD	RDBECOLIOPC00388	rhsD-ybbC-ylbH-ybbD	RDBECOLIGNC01704,RDBECOLIGNC03152,RDBECOLIGNC01703,RDBECOLIGNC00839	ybbD;ylbH;ybbC;rhsD;					 
RDBECOLITUC00235	ylbG	RDBECOLIOPC01895	ylbG	RDBECOLIGNC03153	ylbG;					 
RDBECOLITUC00236	fdrA-ylbEF-ybcF	RDBECOLIOPC00910	fdrA-ylbEF-ybcF	RDBECOLIGNC02244,RDBECOLIGNC03168,RDBECOLIGNC03167,RDBECOLIGNC03166	ybcF;ylbF;ylbE;fdrA;					 
RDBECOLITUC00237	ppiB-lpxH	RDBECOLIOPC00119	ppiB-lpxH	RDBECOLIGNC00748,RDBECOLIGNC02347	ppiB;lpxH;					 
RDBECOLITUC00238	ybcI	RDBECOLIOPC01536	ybcI	RDBECOLIGNC02361	ybcI;					 
RDBECOLITUC00239	folD-ybcJ	RDBECOLIOPC00614	folD-ybcJ	RDBECOLIGNC00322,RDBECOLIGNC02413	folD;ybcJ;	RDBECOLIPMC03304	folDp			 
RDBECOLITUC00240	sfmA	RDBECOLIOPC03415	sfmAC	RDBECOLIGNC03169	sfmA;					 
RDBECOLITUC00241	sfmCD	RDBECOLIOPC03415	sfmAC	RDBECOLIGNC03171,RDBECOLIGNC03170	sfmD;sfmC;					 
RDBECOLITUC00242	sfmHF	RDBECOLIOPC00340	sfmHF	RDBECOLIGNC02248,RDBECOLIGNC03172	sfmF;sfmH;					 
RDBECOLITUC00243	exoD	RDBECOLIOPC01939	exoD	RDBECOLIGNC03174	exoD;					 
RDBECOLITUC00244	peaD	RDBECOLIOPC00947	peaD	RDBECOLIGNC02634	peaD;					 
RDBECOLITUC00245	insE3EF3F3	RDBECOLIOPC00070	insE3EF3F3	RDBECOLIGNC03176,RDBECOLIGNC03175,RDBECOLIGNC02619	insF3;insE3;insEF3;					 
RDBECOLITUC00246	ybcK	RDBECOLIOPC01585	ybcK	RDBECOLIGNC03178	ybcK;				RDBECOLITFC00135	Nac 
RDBECOLITUC00247	ybcLM	RDBECOLIOPC00655	ybcLM	RDBECOLIGNC03180,RDBECOLIGNC03179	ybcM;ybcL;					 
RDBECOLITUC00248	ybcN-ninE-ybcO-rusA-ylcG	RDBECOLIOPC02272	ybcN-ninE-ybcO-rusA-ylcG	RDBECOLIGNC02575,RDBECOLIGNC03184,RDBECOLIGNC03183,RDBECOLIGNC03182,RDBECOLIGNC03181	ylcG;rusA;ybcO;ninE;ybcN;					 
RDBECOLITUC00249	ybcQ	RDBECOLIOPC01251	ybcQ	RDBECOLIGNC03185	quuD;					 
RDBECOLITUC00250	rzoD	RDBECOLIOPC00378	rzoD	RDBECOLIGNC02576	rzoD;					 
RDBECOLITUC00251	ybcV	RDBECOLIOPC01876	ybcV	RDBECOLIGNC03191	ybcV;					 
RDBECOLITUC00252	ybcW	RDBECOLIOPC00895	ybcW	RDBECOLIGNC03192	ybcW;					 
RDBECOLITUC00253	nohD	RDBECOLIOPC00105	nohD	RDBECOLIGNC01580	nohD;					 
RDBECOLITUC00254	tfaD	RDBECOLIOPC01521	tfaD	RDBECOLIGNC03193	tfaD;					 
RDBECOLITUC00255	tfaX	RDBECOLIOPC00600	tfaX	RDBECOLIGNC03195	tfaX;					 
RDBECOLITUC00256	ybdG	RDBECOLIOPC02330	ybdG	RDBECOLIGNC03201	ybdG;					 
RDBECOLITUC00257	ybdF	RDBECOLIOPC01198	ybdF	RDBECOLIGNC03202	ybdF;					 
RDBECOLITUC00258	ybdJ	RDBECOLIOPC00328	ybdJ	RDBECOLIGNC03203	ybdJ;					 
RDBECOLITUC00259	ybdK	RDBECOLIOPC01923	ybdK	RDBECOLIGNC03204	ybdK;				RDBECOLITFC00135	Nac 
RDBECOLITUC00260	insL2	RDBECOLIOPC00935	insL2	RDBECOLIGNC03205	insL2;					 
RDBECOLITUC00261	ybdD	RDBECOLIOPC00060	ybdD	RDBECOLIGNC02578	ybdD;					 
RDBECOLITUC00262	ybdM	RDBECOLIOPC03525	citR-ybdNM	RDBECOLIGNC03207	ybdM;					 
RDBECOLITUC00263	ybdN	RDBECOLIOPC03525	citR-ybdNM	RDBECOLIGNC03208	ybdN;	RDBECOLIPMC00286	ybdNp	sigma70	RDBECOLITFC00098,RDBECOLITFC00128,RDBECOLITFC00128,RDBECOLITFC00152	ArcA,FNR,FNR,CysB 
RDBECOLITUC00264	ybdO	RDBECOLIOPC03525	citR-ybdNM	RDBECOLIGNC03209	citR;					 
RDBECOLITUC00265	None	RDBECOLIOPC01235	dsbG	RDBECOLIGNC03210	dsbG;	RDBECOLIPMC00300	dsbGp		RDBECOLITFC00216,RDBECOLITFC00216	OxyR,OxyR 
RDBECOLITUC00266	rnk	RDBECOLIOPC00365	rnk	RDBECOLIGNC03214	rnk;					 
RDBECOLITUC00267	rna	RDBECOLIOPC01865	rna	RDBECOLIGNC00846	rna;	RDBECOLIPMC03307	rnap			 
RDBECOLITUC00268	citT	RDBECOLIOPC00880	citT	RDBECOLIGNC03215	citT;					 
RDBECOLITUC00269	citCDEFXG	RDBECOLIOPC00602	citCDEFXG	RDBECOLIGNC03221,RDBECOLIGNC03220,RDBECOLIGNC03219,RDBECOLIGNC03218,RDBECOLIGNC03217,RDBECOLIGNC03216	citC;citD;citE;citF;citX;citG;	RDBECOLIPMC03268	citCp1		RDBECOLITFC00098,RDBECOLITFC00173,RDBECOLITFC00173,RDBECOLITFC00173	ArcA,DpiA,DpiA,DpiA 
RDBECOLITUC00270	dpiBA	RDBECOLIOPC02332	dpiBA	RDBECOLIGNC03223,RDBECOLIGNC03222	dpiA;dpiB;	RDBECOLIPMC00292	dpiBp1		RDBECOLITFC00173,RDBECOLITFC00098,RDBECOLITFC00009,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00173,RDBECOLITFC00173	DpiA,ArcA,NarL,CRP,FNR,DpiA,DpiA 
RDBECOLITUC00271	cspE	RDBECOLIOPC02667	cspE	RDBECOLIGNC02067	cspE;	RDBECOLIPMC03266	cspEp2	sigma70	RDBECOLITFC00189	CRP 
RDBECOLITUC00272	ybeM	RDBECOLIOPC02312	ybeM	RDBECOLIGNC02090	ybeM;					 
RDBECOLITUC00273	tatE	RDBECOLIOPC01182	tatE	RDBECOLIGNC01277	tatE;					 
RDBECOLITUC00274	lipA	RDBECOLIOPC00317	lipA	RDBECOLIGNC01278	lipA;	RDBECOLIPMC03308	lipAp			 
RDBECOLITUC00275	ybeF	RDBECOLIOPC01908	ybeF	RDBECOLIGNC01541	ybeF;					 
RDBECOLITUC00276	lipB	RDBECOLIOPC02763	ybeD-lipB	RDBECOLIGNC01539	lipB;					 
RDBECOLITUC00277	ybeD	RDBECOLIOPC02763	ybeD-lipB	RDBECOLIGNC01540	ybeD;					 
RDBECOLITUC00278	dacA	RDBECOLIOPC01552	dacA	RDBECOLIGNC00195	dacA;					 
RDBECOLITUC00279	rsfS-rlmH-mrdAB-rlpA	RDBECOLIOPC00631	rsfS-rlmH-mrdAB-rlpA	RDBECOLIGNC01229,RDBECOLIGNC01228,RDBECOLIGNC00598,RDBECOLIGNC00599,RDBECOLIGNC00844	rsfS;rlmH;mrdA;mrdB;rlpA;	RDBECOLIPMC03309	rsfSp			 
RDBECOLITUC00280	leuS-lptE-holA-nadD-cobC	RDBECOLIOPC02236	leuS-lptE-holA-nadD-cobC	RDBECOLIGNC00524,RDBECOLIGNC00845,RDBECOLIGNC01377,RDBECOLIGNC03226,RDBECOLIGNC03225	leuS;lptE;holA;nadD;cobC;					 
RDBECOLITUC00281	ybeR-djlB	RDBECOLIOPC01222	ybeR-djlB	RDBECOLIGNC03229,RDBECOLIGNC03228	djlB;ybeR;					 
RDBECOLITUC00282	ybeU-djlC	RDBECOLIOPC00354	ybeU-djlC	RDBECOLIGNC03232,RDBECOLIGNC03231	djlC;ybeU;					 
RDBECOLITUC00283	hscC	RDBECOLIOPC01847	hscC	RDBECOLIGNC03233	hscC;					 
RDBECOLITUC00284	rihA	RDBECOLIOPC00866	rihA	RDBECOLIGNC03234	rihA;				RDBECOLITFC00189	CRP 
RDBECOLITUC00285	insH3	RDBECOLIOPC00084	insH3	RDBECOLIGNC03236	insH3;					 
RDBECOLITUC00286	ybeX-lnt	RDBECOLIOPC02744	ybeZYX-lnt	RDBECOLIGNC03237,RDBECOLIGNC00164	ybeX;lnt;					 
RDBECOLITUC00287	ybeZY	RDBECOLIOPC02744	ybeZYX-lnt	RDBECOLIGNC03239,RDBECOLIGNC03238	ybeZ;ybeY;					 
RDBECOLITUC00288	miaB	RDBECOLIOPC02295	miaB	RDBECOLIGNC03240	miaB;					 
RDBECOLITUC00289	chiZPQ	RDBECOLIOPC02609	chiZPQ	RDBECOLIGNC02857,RDBECOLIGNC03243,RDBECOLIGNC03242	chiZ;chiQ;chiP;	RDBECOLIPMC00294	chiZp		RDBECOLITFC00027,RDBECOLITFC00027,RDBECOLITFC00189	NagC,NagC,CRP 
RDBECOLITUC00290	chiQ	RDBECOLIOPC02609	chiZPQ	RDBECOLIGNC03243	chiQ;					 
RDBECOLITUC00291	ybfF	RDBECOLIOPC01894	ybfF	RDBECOLIGNC01708	ybfF;					 
RDBECOLITUC00292	ybfP	RDBECOLIOPC00913	ybfP	RDBECOLIGNC03244	ybfP;					 
RDBECOLITUC00293	ybfA	RDBECOLIOPC00042	ybfA	RDBECOLIGNC01474	ybfA;					 
RDBECOLITUC00294	rhsC-ybfB	RDBECOLIOPC01538	rhsC-ybfB	RDBECOLIGNC01475,RDBECOLIGNC00838	ybfB;rhsC;					 
RDBECOLITUC00295	ybfOC	RDBECOLIOPC00618	ybfOC	RDBECOLIGNC01476,RDBECOLIGNC03245	ybfC;ybfO;					 
RDBECOLITUC00296	ybfQ	RDBECOLIOPC02218	ybfQ	RDBECOLIGNC02580	ybfQ;					 
RDBECOLITUC00297	ybfL	RDBECOLIOPC01211	ybfL	RDBECOLIGNC03246	ybfL;					 
RDBECOLITUC00298	ybfD	RDBECOLIOPC00342	ybfD	RDBECOLIGNC01477	ybfD;					 
RDBECOLITUC00299	abrB	RDBECOLIOPC01833	abrB	RDBECOLIGNC03253	abrB;					 
RDBECOLITUC00300	ybgQPO	RDBECOLIOPC00851	ybgQPO	RDBECOLIGNC03256,RDBECOLIGNC03255,RDBECOLIGNC03254	ybgQ;ybgP;ybgO;					 
RDBECOLITUC00301	ybgD	RDBECOLIOPC00073	ybgD	RDBECOLIGNC02222	ybgD;					 
RDBECOLITUC00302	valZ-lysY	RDBECOLIOPC01473	valZ-lysY	RDBECOLIGNC03259,RDBECOLIGNC03258	lysY;valZ;					 
RDBECOLITUC00303	lysZ	RDBECOLIOPC00560	lysZ	RDBECOLIGNC03260	lysZ;					 
RDBECOLITUC00304	lysQ	RDBECOLIOPC02275	lysQ	RDBECOLIGNC03261	lysQ;					 
RDBECOLITUC00305	None	RDBECOLIOPC01152	nadA-pnuC	RDBECOLIGNC01641,RDBECOLIGNC00622	pnuC;nadA;	RDBECOLIPMC03311	nadAp		RDBECOLITFC00130	NadR 
RDBECOLITUC00306	zitB	RDBECOLIOPC00293	zitB	RDBECOLIGNC03262	zitB;					 
RDBECOLITUC00307	ybgS	RDBECOLIOPC01875	ybgS	RDBECOLIGNC03263	ybgS;					 
RDBECOLITUC00308	modEF	RDBECOLIOPC00897	modEF	RDBECOLIGNC03264,RDBECOLIGNC01618	modE;modF;					 
RDBECOLITUC00309	acrZ	RDBECOLIOPC00030	acrZ	RDBECOLIGNC03265	acrZ;	RDBECOLIPMC02453	acrZp	sigma70	RDBECOLITFC00074,RDBECOLITFC00201,RDBECOLITFC00051	MarA,SoxS,Rob 
RDBECOLITUC00310	ybhH	RDBECOLIOPC01522	ybhH	RDBECOLIGNC03268	ybhH;				RDBECOLITFC00135	Nac 
RDBECOLITUC00311	ybhI	RDBECOLIOPC00605	ybhI	RDBECOLIGNC03269	ybhI;				RDBECOLITFC00135	Nac 
RDBECOLITUC00312	ybhJ	RDBECOLIOPC02199	ybhJ	RDBECOLIGNC03270	ybhJ;					 
RDBECOLITUC00313	ybhC	RDBECOLIOPC01199	ybhC	RDBECOLIGNC02409	ybhC;	RDBECOLIPMC03260	ybhCp			 
RDBECOLITUC00314	ybhB	RDBECOLIOPC00331	ybhB	RDBECOLIGNC01215	ybhB;					 
RDBECOLITUC00315	ybhL	RDBECOLIOPC01819	ybhL	RDBECOLIGNC03272	ybhL;	RDBECOLIPMC02512	ybhLp	sigma70	RDBECOLITFC00101	YjjQ 
RDBECOLITUC00316	ybhM	RDBECOLIOPC00840	ybhM	RDBECOLIGNC03273	ybhM;				RDBECOLITFC00135	Nac 
RDBECOLITUC00317	ybhP-clsB-ybhN	RDBECOLIOPC00062	ybhP-clsB-ybhN	RDBECOLIGNC03276,RDBECOLIGNC03275,RDBECOLIGNC03274	ybhP;clsB;ybhN;					 
RDBECOLITUC00318	cecR-ybhGFSR	RDBECOLIOPC01458	cecR-ybhGFSR	RDBECOLIGNC02263,RDBECOLIGNC03281,RDBECOLIGNC03280,RDBECOLIGNC03279,RDBECOLIGNC03278	cecR;ybhG;ybhF;ybhS;ybhR;	RDBECOLIPMC02528	cecRp	sigma70	RDBECOLITFC00079	CecR 
RDBECOLITUC00319	hcxB	RDBECOLIOPC00549	hcxB	RDBECOLIGNC01532	hcxB;					 
RDBECOLITUC00320	ybiJ	RDBECOLIOPC02259	ybiJ	RDBECOLIGNC02275	ybiJ;				RDBECOLITFC00185	YhaJ 
RDBECOLITUC00321	ybiI	RDBECOLIOPC01139	ybiI	RDBECOLIGNC02274	ybiI;	RDBECOLIPMC00911	ybiIp6	sigma38		 
RDBECOLITUC00322	ybiX	RDBECOLIOPC00283	ybiX	RDBECOLIGNC03282	ybiX;					 
RDBECOLITUC00323	mcbA	RDBECOLIOPC01864	mcbA	RDBECOLIGNC03284	mcbA;	RDBECOLIPMC00913	mcbAp5	sigma70	RDBECOLITFC00089	McbR 
RDBECOLITUC00324	ybiO	RDBECOLIOPC00885	ybiO	RDBECOLIGNC03286	ybiO;					 
RDBECOLITUC00325	rhtA	RDBECOLIOPC00018	rhtA	RDBECOLIGNC02031	rhtA;				RDBECOLITFC00135	Nac 
RDBECOLITUC00326	mntR-ybiR	RDBECOLIOPC01505	mntR-ybiR	RDBECOLIGNC03290,RDBECOLIGNC03289	ybiR;mntR;	RDBECOLIPMC00540	mntRp			 
RDBECOLITUC00327	ybiU	RDBECOLIOPC00588	ybiU	RDBECOLIGNC03293	ybiU;					 
RDBECOLITUC00328	ybiV	RDBECOLIOPC02181	ybiV	RDBECOLIGNC03294	ybiV;					 
RDBECOLITUC00329	ybiYW	RDBECOLIOPC01184	ybiYW	RDBECOLIGNC03296,RDBECOLIGNC03295	ybiY;ybiW;					 
RDBECOLITUC00330	iaaA-gsiABCD	RDBECOLIOPC00320	iaaA-gsiABCD	RDBECOLIGNC03301,RDBECOLIGNC03300,RDBECOLIGNC03299,RDBECOLIGNC03298,RDBECOLIGNC02264	gsiD;gsiC;gsiB;gsiA;iaaA;	RDBECOLIPMC03313	iaaAp			 
RDBECOLITUC00331	pdeI-dgcI	RDBECOLIOPC01802	pdeI-dgcI	RDBECOLIGNC03303,RDBECOLIGNC03302	dgcI;pdeI;					 
RDBECOLITUC00332	bssR	RDBECOLIOPC00828	bssR	RDBECOLIGNC03305	bssR;					 
RDBECOLITUC00333	yliI	RDBECOLIOPC00051	yliI	RDBECOLIGNC03306	yliI;					 
RDBECOLITUC00334	deoR	RDBECOLIOPC01445	deoR	RDBECOLIGNC00217	deoR;	RDBECOLIPMC03175	deoRp			 
RDBECOLITUC00336	ybjJI	RDBECOLIOPC02239	ybjJI	RDBECOLIGNC03312,RDBECOLIGNC03311	ybjJ;ybjI;				RDBECOLITFC00048,RDBECOLITFC00048	RcdA,RcdA 
RDBECOLITUC00337	rybB	RDBECOLIOPC01125	rybB	RDBECOLIGNC02882	rybB;	RDBECOLIPMC03080	rybBp	sigma24	RDBECOLITFC00039,RDBECOLITFC00039,RDBECOLITFC00038	DksA,DksA,NsrR 
RDBECOLITUC00338	ybjL	RDBECOLIOPC00273	ybjL	RDBECOLIGNC03314	ybjL;					 
RDBECOLITUC00339	ybjO-rlmC	RDBECOLIOPC01846	ybjO-rlmC	RDBECOLIGNC03318,RDBECOLIGNC03317	rlmC;ybjO;					 
RDBECOLITUC00340	ybjQ-amiD	RDBECOLIOPC00869	ybjQ-amiD	RDBECOLIGNC03321,RDBECOLIGNC03320	amiD;ybjQ;	RDBECOLIPMC00041	ybjQp			 
RDBECOLITUC00341	ybjS	RDBECOLIOPC00003	ybjS	RDBECOLIGNC03322	ybjS;					 
RDBECOLITUC00342	poxB-ltaE-ybjT	RDBECOLIOPC03513	poxB-ltaE-ybjT	RDBECOLIGNC00744,RDBECOLIGNC03324,RDBECOLIGNC03323	poxB;ltaE;ybjT;					 
RDBECOLITUC00343	lysO	RDBECOLIOPC00577	lysO	RDBECOLIGNC03327	lysO;	RDBECOLIPMC02510	lysOp	sigma70	RDBECOLITFC00109,RDBECOLITFC00109	ArgR,ArgR 
RDBECOLITUC00344	aat	RDBECOLIOPC02162	aat	RDBECOLIGNC01097	aat;					 
RDBECOLITUC00345	trxB	RDBECOLIOPC01169	trxB	RDBECOLIGNC01020	trxB;	RDBECOLIPMC00044	trxBp			 
RDBECOLITUC00346	lolA-rarA	RDBECOLIOPC00307	lolA-rarA	RDBECOLIGNC02350,RDBECOLIGNC03334	rarA;lolA;	RDBECOLIPMC02441	lolAp	sigma70	RDBECOLITFC00042	RcsB 
RDBECOLITUC00347	serS	RDBECOLIOPC01787	serS	RDBECOLIGNC00935	serS;	RDBECOLIPMC00045	serSp			 
RDBECOLITUC00348	ycaD	RDBECOLIOPC00813	ycaD	RDBECOLIGNC01218	ycaD;				RDBECOLITFC00135	Nac 
RDBECOLITUC00349	ycaM	RDBECOLIOPC00043	ycaM	RDBECOLIGNC03335	ycaM;					 
RDBECOLITUC00350	pflA	RDBECOLIOPC01432	pflA	RDBECOLIGNC00025	pflA;	RDBECOLIPMC02500	pflAp	sigma70		 
RDBECOLITUC00351	ycaO	RDBECOLIOPC00531	ycaO	RDBECOLIGNC03337	ycaO;					 
RDBECOLITUC00352	ycaP	RDBECOLIOPC02220	ycaP	RDBECOLIGNC03338	ycaP;					 
RDBECOLITUC00353	ycaL	RDBECOLIOPC01111	ycaL	RDBECOLIGNC03339	ycaL;					 
RDBECOLITUC00354	ycaI-msbA-lpxK-ycaQ	RDBECOLIOPC00261	ycaI-msbA-lpxK-ycaQ	RDBECOLIGNC03340,RDBECOLIGNC01374,RDBECOLIGNC00605,RDBECOLIGNC02238	ycaQ;lpxK;msbA;ycaI;					 
RDBECOLITUC00355	ycaR-kdsB	RDBECOLIOPC01832	ycaR-kdsB	RDBECOLIGNC00511,RDBECOLIGNC03341	kdsB;ycaR;	RDBECOLIPMC03050	ycaRp	sigma70		 
RDBECOLITUC00356	ycbJ	RDBECOLIOPC00854	ycbJ	RDBECOLIGNC03342	ycbJ;	RDBECOLIPMC00046	ycbJp			 
RDBECOLITUC00357	ldtD	RDBECOLIOPC02582	ldtD	RDBECOLIGNC01227	ldtD;	RDBECOLIPMC00047	ldtDp		RDBECOLITFC00170	CpxR 
RDBECOLITUC00358	mepK-gloC	RDBECOLIOPC01475	mepK-gloC	RDBECOLIGNC03344,RDBECOLIGNC03343	gloC;mepK;	RDBECOLIPMC00048	mepKp			 
RDBECOLITUC00359	asnS	RDBECOLIOPC00564	asnS	RDBECOLIGNC00090	asnS;	RDBECOLIPMC00049	asnSp			 
RDBECOLITUC00360	elfA	RDBECOLIOPC02146	elfA	RDBECOLIGNC03349	elfA;				RDBECOLITFC00136,RDBECOLITFC00135	SlyA,Nac 
RDBECOLITUC00361	elfDCG-ycbUVF	RDBECOLIOPC01154	elfDCG-ycbUVF	RDBECOLIGNC02255,RDBECOLIGNC03354,RDBECOLIGNC03353,RDBECOLIGNC03352,RDBECOLIGNC03351,RDBECOLIGNC03350	ycbF;ycbV;ycbU;elfG;elfC;elfD;					 
RDBECOLITUC00362	zapC	RDBECOLIOPC00296	zapC	RDBECOLIGNC03355	zapC;					 
RDBECOLITUC00363	ycbZ	RDBECOLIOPC01771	ycbZ	RDBECOLIGNC03362	ycbZ;					 
RDBECOLITUC00364	yccFS	RDBECOLIOPC00800	yccFS	RDBECOLIGNC03365,RDBECOLIGNC03364	yccF;yccS;	RDBECOLIPMC00542	yccFp			 
RDBECOLITUC00365	mgsA	RDBECOLIOPC00035	mgsA	RDBECOLIGNC03366	mgsA;	RDBECOLIPMC00052	mgsAp			 
RDBECOLITUC00366	yccT	RDBECOLIOPC01418	yccT	RDBECOLIGNC03367	csgI;	RDBECOLIPMC00527	yccTp		RDBECOLITFC00018	CsgD 
RDBECOLITUC00367	hspQ	RDBECOLIOPC00517	hspQ	RDBECOLIGNC03369	hspQ;	RDBECOLIPMC03252	hspQp	sigma32		 
RDBECOLITUC00368	rlmI	RDBECOLIOPC02202	rlmI	RDBECOLIGNC03370	rlmI;					 
RDBECOLITUC00369	tusE	RDBECOLIOPC01100	tusE	RDBECOLIGNC02410	tusE;					 
RDBECOLITUC00370	yccA	RDBECOLIOPC00250	yccA	RDBECOLIGNC01098	yccA;	RDBECOLIPMC03025	yccAp	sigma70	RDBECOLITFC00170	CpxR 
RDBECOLITUC00371	gfcE-etp-etk	RDBECOLIOPC01818	gfcE-etp-etk	RDBECOLIGNC03373,RDBECOLIGNC03372,RDBECOLIGNC01755	gfcE;etp;etk;					 
RDBECOLITUC00372	gfcBCD	RDBECOLIOPC00842	gfcBCD	RDBECOLIGNC03376,RDBECOLIGNC03375,RDBECOLIGNC03374	gfcB;gfcC;gfcD;					 
RDBECOLITUC00373	gfcA	RDBECOLIOPC02562	gfcA	RDBECOLIGNC03377	gfcA;	RDBECOLIPMC02515	gfcAp	sigma70	RDBECOLITFC00101,RDBECOLITFC00101	YjjQ,YjjQ 
RDBECOLITUC00374	insA4AB4B4	RDBECOLIOPC01460	insA4AB4B4	RDBECOLIGNC03378,RDBECOLIGNC02570,RDBECOLIGNC02622	insB4;insA4;insAB4;					 
RDBECOLITUC00375	ymcE-gnsA	RDBECOLIOPC03080	ymcE-gnsA	RDBECOLIGNC02944,RDBECOLIGNC03381	gnsA;ymcE;					 
RDBECOLITUC00376	yccM	RDBECOLIOPC02129	yccM	RDBECOLIGNC03382	yccM;				RDBECOLITFC00135	Nac 
RDBECOLITUC00377	torS	RDBECOLIOPC01141	torS	RDBECOLIGNC03383	torS;					 
RDBECOLITUC00378	yccE	RDBECOLIOPC00285	yccE	RDBECOLIGNC02080	yccE;	RDBECOLIPMC03241	yccEp	sigma32		 
RDBECOLITUC00379	wrbA-yccJ	RDBECOLIOPC01755	wrbA-yccJ	RDBECOLIGNC01493,RDBECOLIGNC02357	wrbA;yccJ;	RDBECOLIPMC00053	wrbAp	sigma38	RDBECOLITFC00018,RDBECOLITFC00018,RDBECOLITFC00018	CsgD,CsgD,CsgD 
RDBECOLITUC00380	efeU	RDBECOLIOPC00786	efeU	RDBECOLIGNC03393	efeU;	RDBECOLIPMC03027	efeUp	sigma70	RDBECOLITFC00170	CpxR 
RDBECOLITUC00381	efeOB	RDBECOLIOPC00022	efeOB	RDBECOLIGNC01672,RDBECOLIGNC03394	efeB;efeO;				RDBECOLITFC00093	Fur 
RDBECOLITUC00382	insE4F4EF4	RDBECOLIOPC01405	insE4F4EF4	RDBECOLIGNC03401,RDBECOLIGNC03400,RDBECOLIGNC02620	insE4;insF4;insEF4;					 
RDBECOLITUC00383	ymdE-ycdU	RDBECOLIOPC00508	ymdE-ycdU	RDBECOLIGNC03403,RDBECOLIGNC03402	ycdU;ymdE;					 
RDBECOLITUC00384	ghrA	RDBECOLIOPC02182	ghrA	RDBECOLIGNC03404	ghrA;					 
RDBECOLITUC00385	ycdXY	RDBECOLIOPC01087	ycdXY	RDBECOLIGNC03406,RDBECOLIGNC03405	ycdY;ycdX;					 
RDBECOLITUC00386	ycdZ	RDBECOLIOPC00233	ycdZ	RDBECOLIGNC03407	ycdZ;	RDBECOLIPMC01006	ycdZp4	sigma70	RDBECOLITFC00189,RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00189	CRP,CytR,CRP,CRP,CRP 
RDBECOLITUC00387	ymdA	RDBECOLIOPC02870	ymdAB-clsC	RDBECOLIGNC03414	ymdA;	RDBECOLIPMC02544	ymdAp			 
RDBECOLITUC00388	ymdB-clsC	RDBECOLIOPC02870	ymdAB-clsC	RDBECOLIGNC03416,RDBECOLIGNC03415	clsC;ymdB;	RDBECOLIPMC02545	ymdBp			 
RDBECOLITUC00389	yceK	RDBECOLIOPC02541	yceK	RDBECOLIGNC02349	yceK;					 
RDBECOLITUC00390	mdtG	RDBECOLIOPC01446	mdtG	RDBECOLIGNC01313	mdtG;				RDBECOLITFC00135	Nac 
RDBECOLITUC00391	yceJI	RDBECOLIOPC03556	yceJI	RDBECOLIGNC03419,RDBECOLIGNC01749	yceJ;yceI;	RDBECOLIPMC03147	yceJp	sigma70		 
RDBECOLITUC00392	solA-yceO	RDBECOLIOPC02108	solA-yceO	RDBECOLIGNC03421,RDBECOLIGNC03420	solA;yceO;	RDBECOLIPMC00055	solAp			 
RDBECOLITUC00393	dinI	RDBECOLIOPC01126	dinI	RDBECOLIGNC03423	dinI;	RDBECOLIPMC00238	dinIp	sigma70	RDBECOLITFC00027,RDBECOLITFC00214	NagC,LexA 
RDBECOLITUC00394	yceB	RDBECOLIOPC00274	yceB	RDBECOLIGNC01100	yceB;					 
RDBECOLITUC00395	grxB	RDBECOLIOPC01742	grxB	RDBECOLIGNC02348	grxB;	RDBECOLIPMC00526	grxBp	sigma70		 
RDBECOLITUC00396	mdtH	RDBECOLIOPC00772	mdtH	RDBECOLIGNC03424	mdtH;					 
